id;nom;insee;adresse;url;type_usagers;gratuit;nb_places;nb_pr;nb_pmr;nb_voitures_electriques;nb_velo;nb_2r_el;nb_autopartage;nb_2_rm;nb_covoit;hauteur_max;num_siret;xlong;ylat;tarif_pmr;tarif_1h;tarif_2h;tarif_3h;tarif_4h;tarif_24h;abo_resident;abo_non_resident;type_ouvrage;info;id_entrees;adress_geo_entrees;arrdt;deleg;tel;horaire_na;asc_surf;date_ta;ab_1m_e;ab_1a_e;tarif_pr;pr_1a_mine;pr_1a_maxe;tarif_res;tf_res_1ae;date_th;tf_15mn_e;tf_30mn_e;tf_1h30_e;tf_7h_e;tf_8h_e;tf_9h_e;tf_10h_e;tf_11h_e;tf_12h_e;abpmr_1m_e;abpmr_1t_e;abpmr_1a_e;mis_a_jour;abve_1m_e;abve_1t_e;abve_1a_e;tmoto_1ehe;abmoto_1me;abmoto_1te;abmoto_1ae;tvelo_1m_e;point_x_entrees;point_y_entrees;zones_res;tf_15mn_mo;tf_30mn_mo;tf_24h_mot;tf_pr_moto;pr_1a_minm;pr_1a_maxm;tf_res_mo;tf_res_1am;parc_amod;ab_1a_patt;parc_relai;ab_1m_rela;tf_res_1me;pass_2rm;pass_2rm_1h;pass_2rm_1m;pass_2rm_3m;pass_2rm_1a;geo_shape;geo_point_2d
75101-P-041;HARLAY (PONT NEUF);75101;40 bis quai des orfevres, 75001, Paris;https://fr.parkindigo.com/parking/paris-75001/harlay-pont-neuf-75010300;tous;0;391;0;9;0;0;0;2;0;0;190;30464607800481;2.3427859;48.85566488;;5.1;10.2;15.3;20.4;45.9;199.0;285.0;ouvrage;;41-E-A;40 BIS QUAI DES ORFEVRES;1;INDIGO;0146339748;7j / 7;OUI;2025-04-01T02:00:00+00:00;285.0;2964.0;NON;;;OUI;2074.0;2025-01-01T01:00:00+00:00;1.3;2.6;7.7;35.7;40.8;45.9;45.9;45.9;45.9;;;;2025-09-01T02:00:00+00:00;142.0;405.0;1482.0;;99.0;282.0;1037.0;10.0;651777.433;6861936.99;1E,34F,4E,5G,5H,5J,6E;;;;NON;;;NON;;NON;3705.0;NON;;199.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.34278589854009, 48.855664876183866], ""type"": ""Point""}";48.855664876183866, 2.34278589854009
75116-P-059;VICTOR HUGO POMPE;75116;122 avenue victor hugo, 75016, Paris;https://fr.parkindigo.com/parking/paris-75016/victor-hugo-pompe-75160100;tous;0;296;0;0;0;0;0;0;0;0;190;72205418600035;2.28073239;48.86778257;tarif_special;5.3;10.6;15.9;21.2;47.7;;369.0;ouvrage;tarif PMR = 2,65 euros;59-E-A;122 AVENUE VICTOR HUGO;16;INDIGO;0141720270;7j / 7;PREVU;2025-04-01T02:00:00+00:00;369.0;3838.0;NON;;;NON;;2025-01-01T01:00:00+00:00;1.35;2.7;8.0;37.1;42.4;47.7;47.7;47.7;47.7;184.0;525.0;1918.0;2025-09-01T02:00:00+00:00;184.0;525.0;1918.0;1.85;129.0;366.0;1342.0;10.0;647236.7;6863324.053;;0.5;0.95;16.65;NON;;;NON;;NON;4796.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.280732393178407, 48.86778257274994], ""type"": ""Point""}";48.86778257274994, 2.280732393178407
75112-P-100;VAN GOGH;75112;203 ter rue de bercy, 75012, Paris;https://fr.parkindigo.com;abonnés;0;151;0;0;0;0;0;0;0;0;190;30464607800481;2.37185347;48.84467523;tarif_special;;;;;;130.0;250.0;ouvrage;abonnements avec reservation uniquement,hauteur 260 cm niveaux 0 et +1 autres niveaux 190 cm;100-E-A;203 TER RUE DE BERCY;12;INDIGO;0144829999;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;250.0;2625.0;NON;;;OUI;1300.0;1900-01-01T00:09:21+00:00;;;;;;;;;;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;175.0;498.0;1837.0;;87.0;249.0;918.0;10.0;653900.476;6860697.683;12E,12F,12G,12H,12J,12K,12L,12M,12N,12P,12R;;;;NON;;;OUI;455.0;NON;3281.0;NON;;130.0;OUI;;70.0;199.0;770.0;"{""coordinates"": [2.371853465558223, 48.84467523182838], ""type"": ""Point""}";48.84467523182838, 2.371853465558223
75112-P-164;VELOSTATION VAN GOGH;75112;4 m rue van gogh, 75012, Paris;https://www.saemes.fr/fr/parking/velostation-van-gogh;abonnés;0;0;0;0;0;198;30;0;0;0;230;31703299300741;2.37125675;48.84369509;;;;;;;;;ouvrage;uniquement velos et velos avec assistance electrique;164-M-A;4 M RUE VAN GOGH;12;SAEMES;0144829999;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;10.0;653855.816;6860589.049;;;;;NON;;;NON;;NON;;NON;;;NON;;;;;"{""coordinates"": [2.37125674571118, 48.843695087061434], ""type"": ""Point""}";48.843695087061434, 2.37125674571118
75116-P-140;MARCEAU ETOILE;75116;75 ter avenue marceau, 75016, Paris;https://www.q-park.fr/fr-fr/villes/paris/marceau-champs-elysées/;tous;0;343;0;10;10;0;0;0;10;0;190;37888823400523;2.29688532;48.87147207;;6.5;13.0;19.5;26.0;52.0;207.0;381.0;ouvrage;;140-E-A;75 TER AVENUE MARCEAU;16;Q PARK;0140701010;7j / 7;OUI;2025-01-01T01:00:00+00:00;381.0;3670.0;NON;;;OUI;2484.0;2025-01-01T01:00:00+00:00;1.65;3.25;9.75;45.5;52.0;52.0;52.0;52.0;52.0;;;;2025-09-01T02:00:00+00:00;150.0;;1800.0;;174.0;480.0;1359.0;;648425.251;6863723.623;8E,8F,8G,8H,8J,16E,16F,16G,16H,16I,16J,17E;;;;NON;;;NON;;NON;4587.5;NON;;207.0;OUI;;90.0;256.0;990.0;"{""coordinates"": [2.296885315501811, 48.871472070452576], ""type"": ""Point""}";48.871472070452576, 2.296885315501811
75116-P-013;EYLAU;75116;6 avenue d eylau, 75016, Paris;https://fr.parkindigo.com;abonnés;0;0;0;0;0;0;0;0;0;0;190;72205418600035;2.28614446;48.8637666;;;;;;;;;ouvrage;abonnes tres longue duree;13-E-A;6 AVENUE D EYLAU;16;INDIGO;0141720270;POUR ABONNES;NON;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;;647629.665;6862873.908;;;;;NON;;;NON;;OUI;;NON;;;NON;;;;;"{""coordinates"": [2.2861444603254903, 48.863766594329896], ""type"": ""Point""}";48.863766594329896, 2.2861444603254903
75117-P-114;PORTE D ASNIERES;75117;2 avenue de la porte d asnieres, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/porte-dasnieres-75170600;abonnés;0;85;0;0;0;0;0;0;0;0;190;72205418600035;2.30375258;48.89037285;;;;;;;;178.0;ouvrage;abonnements avec reservation uniquement;114-E-A;2 AVENUE DE LA PORTE D ASNIERES;17;INDIGO;0141720270;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;101.0;288.0;1055.0;;648947.496;6865820.796;;;;;NON;;;NON;;NON;1851.0;NON;;;NON;;;;;"{""coordinates"": [2.3037525820336073, 48.89037284556033], ""type"": ""Point""}";48.89037284556033, 2.3037525820336073
75105-P-050;SOUFFLOT;75105;18 m rue soufflot, 75005, Paris;https://fr.parkindigo.com/parking/paris-75005/soufflot-pantheon-75050100;tous;0;633;0;14;11;8;0;5;6;0;190;69200653900138;2.34241862;48.84708752;tarif_special;5.1;10.2;15.3;20.4;45.9;;277.0;ouvrage;tarif PMR = 2,55 euros;50-E-A,50-E-B;18 M RUE SOUFFLOT,19 TER RUE SOUFFLOT;5;INDIGO;0143261554;7j / 7;OUI;2025-04-01T02:00:00+00:00;277.0;2880.0;NON;;;NON;;2025-01-01T01:00:00+00:00;1.3;2.6;7.7;35.7;40.8;45.9;45.9;45.9;45.9;138.0;393.0;1440.0;2025-09-01T02:00:00+00:00;138.0;393.0;1440.0;1.75;96.0;276.0;1008.0;10.0;651742.542 | 651678.248;6860983.493 | 6860986.007;;0.45;0.9;15.75;NON;;;NON;;NON;3600.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3424186160194695, 48.84708752288243], ""type"": ""Point""}";48.84708752288243, 2.3424186160194695
75114-P-019;MONTPARNASSE RASPAIL;75114;120 quater boulevard du montparnasse, 75014, Paris;https://fr.parkindigo.com/parking/paris-75014/montparnasse-raspail-75140300;tous;0;746;0;0;0;0;0;0;0;0;190;30464607800481;2.33079393;48.84146614;tarif_special;4.4;8.8;13.2;17.6;39.6;140.0;230.0;ouvrage;tarif PMR = 2,20 euros;19-E-A,19-E-B;120 QUATER BOULEVARD DU MONTPARNASSE,139 TER BOULEVARD DU MONTPARNASSE;14;INDIGO;0145484330;7j / 7;PREVU;2024-01-01T01:00:00+00:00;230.0;2300.0;NON;;;OUI;1400.0;2021-11-02T01:00:00+00:00;1.1;2.2;6.6;30.8;35.2;39.6;39.6;39.6;39.6;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;173.0;492.0;1794.0;1.5;80.0;228.0;800.0;10.0;650884.172 | 651024.533;6860365.62 | 6860321.567;6F,6G,14N,14P,15H;0.35;0.7;13.5;NON;;;OUI;490.0;NON;2880.0;NON;;140.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.330793925436312, 48.84146614197999], ""type"": ""Point""}";48.84146614197999, 2.330793925436312
75108-P-061;ROND POINT DES CHAMPS ELYSEES;75108;2 m rond point des champs elysees marcel dassault, 75008, Paris;https://fr.parkindigo.com/parking/paris-75008/rond-point-des-champs-elysees-75080400;tous;0;579;0;13;43;10;0;2;43;0;190;67203552400087;2.31102051;48.86932976;tarif_special;5.7;11.4;17.1;22.8;51.3;;299.0;ouvrage;tarif PMR = 2,85 euros;61-E-A;2 M ROND POINT DES CHAMPS ELYSEES MARCEL DASSAULT;8;INDIGO;0141720261;7j / 7;OUI;2025-04-01T02:00:00+00:00;299.0;3109.0;NON;;;NON;;2025-01-01T01:00:00+00:00;1.45;2.9;8.6;39.9;45.6;51.3;51.3;51.3;51.3;149.0;426.0;1554.0;2025-09-01T02:00:00+00:00;149.0;426.0;1554.0;1.95;104.0;297.0;1088.0;10.0;649459.988;6863476.275;;0.5;1.0;17.55;NON;;;NON;;NON;3886.0;NON;;;NON;;;;;"{""coordinates"": [2.3110205060696947, 48.8693297583149], ""type"": ""Point""}";48.8693297583149, 2.3110205060696947
75114-P-111;DIDOT;75114;2 ter rue didot, 75014, Paris;https://www.saemes.fr/fr/parking/parking-didot;abonnés;0;144;0;0;20;45;10;0;20;0;190;31703299300741;2.32161328;48.83399678;tarif_special;;;;;;112.0;147.0;ouvrage;;111-M-A;2 TER RUE DIDOT;14;SAEMES;0144829999;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;147.0;1470.0;NON;;;OUI;1120.0;1900-01-01T00:09:21+00:00;;;;;;;;;;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;95.0;266.0;950.0;;51.0;144.0;515.0;10.0;650203.247;6859540.859;14L,14M,14N;;;;NON;;;OUI;410.0;NON;1840.0;NON;;112.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.32161327646211, 48.83399678378567], ""type"": ""Point""}";48.83399678378567, 2.32161327646211
75113-P-151;BIBLIOTHEQUE F. MITTERRAND (RIVE GAUCHE);75113;16 rue emile durkheim, 75013, Paris;https://fr.parkindigo.com/parking/paris-75013/bibliotheque-francois-mitterrand-75131100;tous;0;624;200;21;3;10;0;6;3;0;190;30464607800481;2.37732985;48.83224971;tarif_special;4.2;8.4;12.6;16.8;37.8;100.0;250.0;ouvrage;;151-E-A,151-E-B,151-E-C;16 RUE EMILE DURKHEIM,43 QUAI FRANCOIS MAURIAC,22 RUE NEUVE TOLBIAC;13;INDIGO;0144066050;7j / 7;OUI;2024-03-31T01:00:00+00:00;250.0;2625.0;NON;;;OUI;1000.0;2024-03-31T01:00:00+00:00;1.05;2.1;6.3;29.4;33.6;37.8;37.8;37.8;37.8;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;174.0;498.0;1836.0;1.45;87.0;249.0;918.0;10.0;654291.483 | 654247.967 | 654338.329;6859312.909 | 6859560.318 | 6859220.92;5F,12E,12F,13J,13K,13L,13M,13N,13P,13R,13S;0.4;0.75;13.05;NON;;;OUI;350.0;NON;3281.0;OUI;75.0;100.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.3773298470735043, 48.832249708908634], ""type"": ""Point""}";48.832249708908634, 2.3773298470735043
75108-P-109;ETOILE FRIEDLAND;75108;14 ter avenue de friedland, 75008, Paris;https://fr.parkindigo.com/parking/paris-75008/etoile-friedland-75080800;tous;0;261;0;7;11;6;0;1;10;0;190;65200836800100;2.30123059;48.87452022;;5.7;11.4;17.1;22.8;51.3;;328.0;ouvrage;;109-E-A,109-E-B;14 TER AVENUE DE FRIEDLAND,39 TER AVENUE DE FRIEDLAND;8;INDIGO;0141720261;7j / 7;OUI;2025-04-01T02:00:00+00:00;328.0;3411.0;NON;;;NON;;2025-01-01T01:00:00+00:00;1.45;2.9;8.6;39.9;45.6;51.3;51.3;51.3;51.3;;;;2025-09-01T02:00:00+00:00;164.0;465.0;1705.0;;147.0;417.0;1534.0;10.0;648746.976 | 648589.284;6864059.724 | 6864013.289;;;;;NON;;;NON;;NON;4263.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3012305914235918, 48.87452021632995], ""type"": ""Point""}";48.87452021632995, 2.3012305914235918
75112-P-115;HECTOR MALOT;75112;61 quater avenue daumesnil, 75012, Paris;https://www.saemes.fr/fr/parking/parking-hector-malot;abonnés;0;284;0;6;0;7;0;0;0;0;200;31703299300741;2.37633192;48.84690131;;;;;;;;;ouvrage;;115-E-A;61 QUATER AVENUE DAUMESNIL;12;SAEMES;0144829999;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;;;NON;;;NON;;1900-01-01T00:09:21+00:00;;;;;;;;;;;;;2025-09-01T02:00:00+00:00;;;;;;;;;654231.097;6860942.596;11E,11F,11G,11H,11J,11K,11L,12E,12F,12G,12H,12J,12K;;;;NON;;;NON;;NON;;NON;;;OUI;;70.0;199.0;770.0;"{""coordinates"": [2.376331922012288, 48.84690130645877], ""type"": ""Point""}";48.84690130645877, 2.376331922012288
75112-P-029;BASTILLE;75112;29 boulevard de la bastille, 75012, Paris;https://fr.parkindigo.com/parking/paris-75012/bastille-75121100;tous;0;227;0;5;50;80;16;0;50;0;190;30464607800481;2.36818245;48.84948604;tarif_special;4.7;9.4;14.1;18.8;42.3;172.0;216.0;ouvrage;tarif petit rouleur -40 % : contacter le parc,tarif PMR = 2,35 euros;29-E-A;29 BOULEVARD DE LA BASTILLE;12;INDIGO;0143467415;7j / 7;OUI;2025-05-01T02:00:00+00:00;216.0;2160.0;OUI;1296.0;1728.0;NON;;2025-02-01T01:00:00+00:00;1.2;2.4;7.1;32.9;37.6;42.3;42.3;42.3;42.3;108.0;306.0;1080.0;2025-09-01T02:00:00+00:00;162.0;459.0;1620.0;1.6;75.0;213.0;756.0;10.0;653635.347;6861234.748;4E,34F,11G,11H,11K,12E,12G;0.4;0.8;14.4;OUI;453.0;604.0;NON;;NON;2851.0;NON;;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.3681824501021067, 48.8494860342755], ""type"": ""Point""}";48.8494860342755, 2.3681824501021067
75117-P-112;MAC MAHON;75117;17 ter avenue mac mahon, 75017, Paris;https://fr.parkindigo.com/parking/paris-75017/mac-mahon-75171100;tous;0;278;0;0;0;0;0;0;0;0;190;30464607800481;2.29440942;48.87655243;tarif_special;5.3;10.6;15.9;21.2;47.7;197.0;291.0;ouvrage;tarif PMR = 2,65 euros;112-E-A;17 TER AVENUE MAC MAHON;17;INDIGO;0141720270;7j / 7;OUI;2025-04-01T02:00:00+00:00;291.0;3026.0;NON;;;OUI;2048.0;2025-01-01T01:00:00+00:00;1.35;2.7;8.0;37.1;42.4;47.7;47.7;47.7;47.7;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;203.0;579.0;2118.0;1.85;101.0;288.0;1059.0;10.0;648248.692;6864290.14;8F,8G,16E,16F,16G,17E,17F,17H,17J;0.5;0.95;16.65;NON;;;OUI;716.0;NON;3782.0;NON;;197.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.294409416131613, 48.87655243022576], ""type"": ""Point""}";48.87655243022576, 2.294409416131613
75113-P-152;CITE DE LA MODE AUSTERLITZ (RIVE GAUCHE);75113;29 ter quai d austerlitz, 75013, Paris;https://fr.parkindigo.com/parking/paris-75013/cite-de-la-mode-austerlitz-75130900;tous;0;327;0;7;2;80;0;6;2;0;190;30464607800481;2.37111402;48.83941726;tarif_special;4.2;8.4;12.6;16.8;37.8;130.0;250.0;ouvrage;;152-M-A;29 TER QUAI D AUSTERLITZ;13;INDIGO;0144066050;7j / 7;OUI;2024-03-31T01:00:00+00:00;250.0;2625.0;NON;;;OUI;1300.0;2024-03-31T01:00:00+00:00;1.05;2.1;6.3;29.4;33.6;37.8;37.8;37.8;37.8;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;175.0;498.0;1837.0;1.45;87.0;249.0;918.0;10.0;653841.553;6860113.481;5F,12E,12F,13J,13K,13L,13M,13N,13P,13R,13S;0.4;0.75;13.05;NON;;;OUI;455.0;NON;3281.0;NON;;130.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.371114018953063, 48.839417260977825], ""type"": ""Point""}";48.839417260977825, 2.371114018953063
75101-P-052;PYRAMIDES;75101;14 ter rue des pyramides, 75001, Paris;https://www.indigoneo.fr/fr/parkings/31965/parking-pyramides;tous;0;562;0;12;8;72;0;8;8;0;190;31703299300741;2.33318657;48.86512039;;0.0;0.0;0.0;0.0;0.0;;;ouvrage;tarif petit rouleur -45 % = contacter le parc;52-E-A,52-E-B;14 TER RUE DES PYRAMIDES,29 TER RUE DES PYRAMIDES;1;INDIGO;0147030288;7j / 7;OUI;2025-09-01T02:00:00+00:00;;;NON;;;NON;;2025-09-01T02:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;2025-09-01T02:00:00+00:00;;;;;;;;;651081.985 | 651134.902;6862994.267 | 6863124.575;1E,2E;;;;NON;;;NON;;NON;;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.333186567668599, 48.865120387850915], ""type"": ""Point""}";48.865120387850915, 2.333186567668599
75113-P-120;CHARLETY COUBERTIN;75113;27 ter avenue pierre de coubertin, 75013, Paris;https://www.saemes.fr/fr/parking/parking-charlety-coubertin;tous;0;401;60;8;1;33;0;0;1;0;185;31703299300741;2.34427348;48.81733316;;0.0;0.0;0.0;0.0;0.0;;;ouvrage;;120-E-A;27 TER AVENUE PIERRE DE COUBERTIN;13;SAEMES;0145652561;7j / 7;OUI;2025-06-01T02:00:00+00:00;;;NON;;;NON;;2025-06-01T02:00:00+00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;2025-09-01T02:00:00+00:00;;;;;;;;;651851.186;6857674.01;13E,13F,13G,13M,13N;;;;NON;;;NON;;NON;;OUI;75.0;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.3442734753146457, 48.8173331543928], ""type"": ""Point""}";48.8173331543928, 2.3442734753146457
75117-P-154;CARDINET;75117;149 ter rue cardinet, 75017, Paris;https://www.sags-parking.fr/parking/163/paris-cardinet;abonnés;0;588;0;12;291;24;0;6;284;0;195;31703299300741;2.31692093;48.89006559;tarif_special;;;;;;143.0;265.0;ouvrage;;154-E-A;149 TER RUE CARDINET;17;SAGS;0142640382;POUR ABONNES;OUI;1900-01-01T00:09:21+00:00;265.0;2650.0;NON;;;OUI;1430.0;1900-01-01T00:09:21+00:00;;;;;;;;;;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;214.5;611.1;2144.2;;92.7;259.5;927.0;10.0;649912.748;6865778.197;17K,17P,17R,17S,17T;;;;NON;;;OUI;500.0;NON;3312.0;NON;;143.0;OUI;;70.0;199.0;770.0;"{""coordinates"": [2.3169209259294323, 48.89006558475738], ""type"": ""Point""}";48.89006558475738, 2.3169209259294323
75113-P-150;BORDS DE SEINE FREYSSINET (RIVE GAUCHE);75113;25 ter rue abel gance, 75013, Paris;https://fr.parkindigo.com/parking/paris-75013/bords-de-seine-freyssinet-75131000;tous;0;392;0;9;3;16;0;5;3;0;190;30464607800481;2.3730091;48.83515677;tarif_special;4.2;8.4;12.6;16.8;37.8;100.0;250.0;ouvrage;;150-E-A;25 TER RUE ABEL GANCE;13;INDIGO;0144066050;7j / 7;OUI;2024-03-31T01:00:00+00:00;250.0;2625.0;NON;;;OUI;1000.0;2024-03-31T01:00:00+00:00;1.05;2.1;6.3;29.4;33.6;37.8;37.8;37.8;37.8;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;175.0;498.0;1836.0;1.45;87.0;249.0;918.0;10.0;653976.882;6859638.653;5F,12E,12F,13J,13K,13L,13M,13N,13P,13R,13S;0.4;0.75;13.05;NON;;;OUI;350.0;NON;3279.0;NON;;100.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.37300909944078, 48.83515677295878], ""type"": ""Point""}";48.83515677295878, 2.37300909944078
75116-P-012;FOCH;75116;4 ter avenue foch, 75016, Paris;https://fr.parkindigo.com/parking/paris-75016/foch-75161300;tous;0;2039;150;17;0;5;0;0;0;0;190;39418789200440;2.29199298;48.87364988;tarif_special;5.4;10.8;16.2;21.6;51.3;244.0;349.0;ouvrage;tarif PMR = 2,70 euros;12-E-A,12-E-B,12-E-C;4 TER AVENUE FOCH,37 TER AVENUE FOCH,45 M AVENUE FOCH;16;INDIGO;0141720270;7j / 7;OUI;2025-04-01T02:00:00+00:00;349.0;3629.0;NON;;;OUI;2540.0;2025-01-01T01:00:00+00:00;2.35;3.6;8.1;37.8;43.2;48.6;51.3;51.3;51.3;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;244.0;693.0;2540.0;1.9;122.0;345.0;1270.0;10.0;648068.57 | 647549.122 | 647421.99;6863968.985 | 6863823.167 | 6863833.883;16E,16F,16G,16J,17E;0.8;1.25;17.65;NON;;;OUI;884.0;NON;4490.0;OUI;75.0;244.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.2919929781623063, 48.873649880979976], ""type"": ""Point""}";48.873649880979976, 2.2919929781623063
94080-P-156;MARIGNY CHATEAU;94080;10 cours marigny, 94300, Paris;https://fr.parkindigo.com/parking/vincennes-94300/marigny-chateau-94120700;tous;0;583;30;11;26;65;4;0;26;0;190;72204380902362;2.43953727;48.84535357;tarif_special;2.0;4.0;6.0;8.0;18.0;;125.0;ouvrage;tarif PMR = 1 euro,le parc, propriete de la Ville de Paris, se situe a Vincennes;156-E-A;10 COURS MARIGNY;94;INDIGO;0143749643;7j / 7;OUI;2025-03-01T01:00:00+00:00;125.0;1250.0;NON;;;NON;;2025-03-01T01:00:00+00:00;0.5;1.0;3.0;14.0;16.0;18.0;18.0;18.0;18.0;62.0;170.0;620.0;2025-09-01T02:00:00+00:00;62.0;170.0;620.0;0.7;43.0;118.0;430.0;10.0;658868.221;6860735.722;;0.2;0.4;6.3;NON;;;NON;;NON;1650.0;OUI;75.0;;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.4395372681261125, 48.84535356884165], ""type"": ""Point""}";48.84535356884165, 2.4395372681261125
75112-P-129;BERCY SEINE VEHICULES LEGERS;75112;180 quai de bercy, 75012, Paris;https://www.saemes.fr/fr/parking/parking-bercy-seine;tous;0;284;40;6;2;10;0;13;2;0;190;31703299300741;2.38083038;48.83505677;tarif_special;4.5;9.0;13.5;18.0;40.5;129.0;185.0;ouvrage;;129-E-A;180 QUAI DE BERCY;12;SAEMES;0143074858;7j / 7;OUI;2025-01-01T01:00:00+00:00;185.0;1850.0;NON;;;OUI;1290.0;2025-01-01T01:00:00+00:00;1.15;2.3;6.8;31.5;36.0;40.5;40.5;40.5;40.5;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;130.0;343.0;1300.0;1.55;74.0;196.0;740.0;10.0;654550.89;6859623.003;12F,12G,12J,12K,12L,13K,13P,13R,13S;0.4;0.8;13.95;NON;;;OUI;560.0;NON;;OUI;75.0;129.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.3808303836905593, 48.83505676516048], ""type"": ""Point""}";48.83505676516048, 2.3808303836905593
75114-P-117;MAINE BASCH ALESIA;75114;204 ter avenue du maine, 75014, Paris;https://fr.parkindigo.com/parking/paris-75014/alesia-75140400;tous;0;437;0;10;0;5;0;8;0;0;185;69200653900138;2.32571957;48.83027508;tarif_special;4.8;9.6;14.4;19.2;43.2;;225.0;ouvrage;tarif PMR = 2,40 euros;117-E-A,117-E-B;204 TER AVENUE DU MAINE,205 TER AVENUE DU MAINE;14;INDIGO;0143205699;7j / 7;OUI;2025-04-01T02:00:00+00:00;225.0;2340.0;NON;;;NON;;2024-01-01T01:00:00+00:00;1.2;2.4;7.2;33.6;38.4;43.2;43.2;43.2;43.2;112.0;318.0;1170.0;2025-09-01T02:00:00+00:00;112.0;318.0;1170.0;1.65;78.0;222.0;819.0;10.0;650501.127 | 650564.891;6859124.466 | 6858956.508;;0.45;0.85;14.85;NON;;;NON;;NON;2925.0;NON;;;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3257195693833568, 48.83027507537193], ""type"": ""Point""}";48.83027507537193, 2.3257195693833568
75113-P-153;UNIVERSITE DIDEROT (RIVE GAUCHE);75113;29 quater rue thomas mann, 75013, Paris;https://fr.parkindigo.com/parking/paris-75013/universite-diderot-75131200;tous;0;494;200;12;4;16;0;6;4;0;190;30464607800481;2.37890733;48.82943342;tarif_special;3.6;7.2;10.8;14.4;32.4;100.0;230.0;ouvrage;;153-E-A;29 QUATER RUE THOMAS MANN;13;INDIGO;0144066050;7j / 7;OUI;2024-03-31T01:00:00+00:00;230.0;2415.0;NON;;;OUI;1000.0;2024-03-31T01:00:00+00:00;0.9;1.8;5.4;25.2;28.8;32.4;32.4;32.4;32.4;0.0;0.0;0.0;2025-09-01T02:00:00+00:00;161.0;458.0;1690.0;1.25;80.0;229.0;845.0;10.0;654404.816;6858998.857;TOUT PARIS;0.35;0.65;11.25;NON;;;OUI;350.0;NON;3018.0;OUI;75.0;100.0;OUI;0.8;70.0;199.0;770.0;"{""coordinates"": [2.378907327006141, 48.829433423188], ""type"": ""Point""}";48.829433423188, 2.378907327006141
75101-P-147;SEBASTOPOL;75101;37 ter boulevard sebastopol, 75001, Paris;https://fr.parkindigo.com/parking/paris-75001/sebastopol-75010500;tous;0;462;0;10;20;0;0;0;20;0;190;30464607800481;2.34947353;48.86098926;;5.3;10.6;15.9;21.2;47.7;192.0;275.0;ouvrage;;147-E-A;37 TER BOULEVARD SEBASTOPOL;1;INDIGO;0141720255;7j / 7;OUI;2025-04-01T02:00:00+00:00;275.0;2860.0;NON;;;OUI;2002.0;2025-01-01T01:00:00+00:00;1.35;2.7;8.0;37.1;42.4;47.7;47.7;47.7;47.7;;;;2025-09-01T02:00:00+00:00;137.0;390.0;1430.0;1.85;96.0;273.0;1001.0;;652272.999;6862524.952;1E,2E,3E,4E;0.5;0.95;16.65;NON;;;NON;;NON;3575.0;NON;;192.0;OUI;1.2;90.0;256.0;990.0;"{""coordinates"": [2.3494735300059104, 48.860989256516476], ""type"": ""Point""}";48.860989256516476, 2.3494735300059104
